0,100
1,511
2,140
3,200
4,280
5,862
6,280
7,321
8,301
9,1403
10,391
11,351
12,421
13,341
14,381
15,391
16,552
17,2375
18,541
19,481
20,611
21,431
22,521
23,611
24,440
25,451
26,531
27,411
28,721
29,722
30,571
31,521
32,581
33,741
34,922
35,742
36,682
37,621
38,651
39,591
40,991
41,751
42,1173
43,611
44,661
45,571
46,782
47,572
48,872
49,541
50,751
51,672
52,862
53,902
54,992
55,772
56,922
57,1202
58,812
59,801
60,982
61,882
62,772
63,731
64,722
65,1232
66,1002
67,842
68,672
69,621
70,711
71,711
72,671
73,1763
74,1523
75,982
76,1022
77,711
78,731
79,772
80,932
81,771
82,1073
83,981
84,832
85,731
86,801
87,861
88,1002
89,941
90,811
91,1042
92,821
93,902
94,942
95,842
96,1092
97,942
98,981
99,1032
100,881
101,1192
102,1112
103,872
104,1093
105,1002
106,1382
107,962
108,1052
109,1553
110,1162
111,1213
112,1093
113,931
114,1062
115,1182
116,1102
117,952
118,992
119,1002
120,902
121,812
122,1042
123,952
124,922
125,1332
126,1133
127,1022
128,2915
129,4529
130,2455
131,2374
132,2966
133,1974
134,1633
135,2434
136,3106
137,2525
138,1583
139,1703
140,1623
141,2505
142,2655
143,2776
144,1934
145,2755
146,3065
147,3456
148,2445
149,1673
150,1743
151,1794
152,1683
153,1453
154,1583
155,3186
156,1813
157,1653
158,1533
159,1663
160,1573
161,2505
162,1653
163,2275
164,2004
165,2544
166,1833
167,1593
168,1743
169,1623
170,1823
171,2756
172,1443
173,1663
174,2184
175,1673
176,1873
177,1874
178,1663
179,2275
180,2656
181,1793
182,2375
183,1493
184,1694
185,1333
186,1743
187,2275
188,2224
189,2494
190,2124
191,1723
192,2074
193,2375
194,2144
195,1683
196,2645
197,1623
198,2314
199,2285
200,1754
201,1653
202,1603
203,1644
204,2034
205,1923
206,2414
207,1984
208,1724
209,1813
210,2835
211,1964
212,2795
213,1693
214,1934
215,1713
216,1794
217,1814
218,1723
219,1854
220,1723
221,1563
222,1713
223,1933
224,1823
225,1833
226,1633
227,1613
228,1884
229,1624
230,1824
231,1723
232,1663
233,1653
234,1993
235,1744
236,2344
237,1944
238,1804
239,1533
240,2044
241,1803
242,1633
243,1563
244,1503
245,1653
246,1984
247,1644
248,1854
249,1713
250,1784
251,2074
252,4008
253,1844
254,2956
255,1834
256,1633
257,4840
258,4869
259,4519
260,5631
261,5340
262,4869
263,4668
264,4418
265,4178
266,6022
267,4618
268,4519
269,4809
270,4528
271,4649
272,4369
273,4940
274,4819
275,5189
276,4859
277,4729
278,4619
279,4779
280,4729
281,5580
282,6151
283,5050
284,4579
285,4669
286,4689
287,4709
288,4618
289,10460
290,7985
291,13897
292,9167
293,7084
294,7314
295,6302
296,14789
297,6773
298,7935
299,5380
300,5150
301,6142
302,5460
303,5190
304,5421
305,4709
306,5080
307,5019
308,5080
309,4920
310,4940
311,6112
312,9338
313,5180
314,5069
315,6492
316,4989
317,4899
318,5080
319,5330
320,5290
321,6101
322,5069
323,5360
324,5240
325,5240
326,5400
327,5270
328,5069
329,5160
330,5330
331,5340
332,5280
333,6622
334,6583
335,5521
336,5200
337,6222
338,5070
339,4979
340,6302
341,5360
342,5470
343,5360
344,5240
345,6683
346,5481
347,5200
348,6722
349,7445
