n,time
1524,782
1525,1663
1526,1202
1527,722
1528,1623
1529,1152
1530,1864
1531,1793
1532,1252
1533,1613
1534,1653
1535,1743
1536,1983
1537,641
1538,791
1539,1453
1540,1743
1541,1733
1542,1843
1543,1552
1544,852
1545,771
1546,701
1547,1563
1548,1403
1549,1272
1550,1473
1551,902
1552,1583
1553,732
1554,1383
1555,1273
1556,1733
1557,1443
1558,922
1559,782
1560,2975
1561,1522
1562,972
1563,872
1564,1262
1565,1673
1566,1312
1567,1302
1568,741
1569,741
1570,1163
1571,912
1572,1924
1573,1413
1574,1563
1575,1563
1576,1623
1577,1192
1578,1653
1579,941
1580,1734
1581,1002
1582,912
1583,1693
1584,1523
1585,1864
1586,1823
1587,852
1588,1964
1589,1513
1590,1624
1591,872
1592,1974
1593,1543
1594,3025
1595,1263
1596,1333
1597,1503
1598,2435
1599,2124
1600,2054
1601,1073
1602,2154
1603,1432
1604,1913
1605,1563
1606,1653
1607,892
1608,731
1609,1082
1610,1663
1611,1503
1612,1402
1613,2575
1614,2104
1615,761
1616,771
1617,1613
1618,1373
1619,1463
1620,651
1621,1523
1622,1523
1623,992
1624,1383
1625,1553
1626,1442
1627,1743
1628,1864
1629,1513
1630,721
1631,1522
1632,601
1633,962
1634,921
1635,1512
1636,1583
1637,1252
1638,2585
1639,892
1640,1934
1641,721
1642,1553
1643,731
1644,2144
1645,2835
1646,2204
1647,1583
1648,1523
1649,822
1650,2004
1651,1343
1652,1503
1653,1402
1654,1413
1655,1482
1656,1984
1657,1373
1658,1513
1659,1032
1660,1694
1661,1784
1662,1243
1663,1533
1664,1462
1665,2565
1666,822
1667,962
1668,1984
1669,1402
1670,1423
1671,1743
1672,1002
1673,2144
1674,1573
1675,1502
1676,972
1677,1333
1678,1613
1679,1372
1680,1403
1681,1192
1682,1663
1683,1323
1684,1553
1685,1322
1686,1463
1687,762
1688,1763
1689,1953
1690,1834
1691,1804
1692,1322
1693,1873
1694,1533
1695,1704
1696,1082
1697,1463
1698,1953
1699,2525
1700,1082
1701,1683
1702,2245
1703,2054
1704,992
1705,2014
1706,992
1707,1744
1708,1543
1709,881
1710,1944
1711,1824
1712,2154
1713,1643
1714,2325
1715,2214
1716,1643
1717,831
1718,1012
1719,1954
1720,1623
1721,1913
1722,1723
1723,1663
1724,1112
1725,1943
1726,1573
1727,972
1728,1693
1729,3406
1730,1422
1731,902
1732,1573
1733,2695
1734,1072
1735,1924
1736,952
1737,962
1738,1803
1739,791
1740,1703
1741,931
1742,821
1743,1523
1744,1674
1745,1332
1746,1212
1747,1563
1748,1553
1749,2064
1750,1433
1751,1443
1752,1553
1753,1563
1754,1282
1755,592
1756,2395
1757,1383
1758,1453
1759,691
1760,1433
1761,842
1762,1022
1763,1512
1764,1673
1765,1583
1766,1573
1767,1313
1768,1433
1769,1102
1770,1603
1771,742
1772,1823
1773,1753
1774,1443
1775,1152
1776,1603
1777,1614
1778,821
1779,1523
1780,1443
1781,1543
1782,2745
1783,1633
1784,1613
1785,1002
1786,1843
1787,1563
1788,1853
1789,1683
1790,1864
1791,1553
1792,1573
1793,2825
1794,1773
1795,1844
1796,1002
1797,2685
1798,1953
1799,2224
1800,1843
1801,1783
1802,2033
1803,1684
1804,3386
1805,1723
1806,3517
1807,3266
1808,2064
1809,1993
1810,3587
1811,1443
1812,2445
1813,2405
1814,1994
1815,1873
1816,2514
1817,2675
1818,2274
1819,2685
1820,1854
1821,2074
1822,2224
1823,2414
1824,2846
1825,1473
1826,2766
1827,3006
1828,2225
1829,1152
1830,2034
1831,2464
1832,3256
1833,2445
1834,1673
1835,1252
1836,2485
1837,1593
1838,2825
1839,1283
1840,2956
1841,2154
1842,1913
1843,2695
1844,2735
1845,2275
1846,3747
1847,2966
1848,2835
1849,2876
1850,2304
1851,2805
1852,2285
1853,1112
1854,3247
1855,3347
1856,2334
1857,1783
1858,3206
1859,1914
1860,2815
1861,2154
1862,3466
1863,1853
1864,2104
1865,14337
1866,4128
1867,1713
1868,2986
1869,2505
1870,3146
1871,1944
1872,2415
1873,2835
1874,2294
1875,2895
1876,2144
1877,1503
1878,2665
1879,1633
1880,2235
1881,2214
1882,2234
1883,2955
1884,1372
1885,2976
1886,1893
1887,3306
1888,2775
1889,1884
1890,4439
1891,3176
1892,2424
1893,2816
1894,2525
1895,16721
1896,1843
1897,1653
1898,2265
1899,2344
1900,1863
1901,3747
1902,21892
1903,2565
1904,2204
1905,2434
1906,1703
1907,2355
1908,2265
1909,2334
1910,2314
1911,1944
1912,2294
1913,2945
1914,1903
1915,2505
1916,2836
1917,2214
1918,2585
1919,2465
1920,1623
1921,3197
1922,2315
1923,3006
1924,2665
1925,2304
1926,2525
1927,2415
1928,1974
1929,1022
1930,1763
1931,2194
1932,1092
1933,1793
1934,1923
