n,time
1040,1463
1041,912
1042,972
1043,1032
1044,1924
1045,1213
1046,1042
1047,1183
1048,1052
1049,1483
1050,1473
1051,1623
1052,1102
1053,1022
1054,1503
1055,1322
1056,1293
1057,1243
1058,1332
1059,1503
1060,2004
1061,1102
1062,1252
1063,1272
1064,1252
1065,1232
1066,1784
1067,1763
1068,1332
1069,1222
1070,1683
1071,1813
1072,1273
1073,1093
1074,1653
1075,1483
1076,2735
1077,1512
1078,1132
1079,1022
1080,1062
1081,1262
1082,1122
1083,952
1084,1072
1085,1402
1086,982
1087,1614
1088,901
1089,1062
1090,1463
1091,1112
1092,1193
1093,1542
1094,1372
1095,972
1096,1493
1097,1133
1098,1102
1099,1392
1100,1403
1101,882
1102,1373
1103,911
1104,1112
1105,972
1106,1042
1107,1072
1108,1102
1109,1112
1110,1072
1111,1082
1112,1943
1113,1192
1114,1133
1115,1453
1116,1493
1117,1513
1118,1152
1119,1924
1120,1433
1121,3426
1122,1393
1123,1313
1124,1102
1125,1353
1126,1313
1127,1503
1128,1753
1129,1943
1130,2214
1131,1883
1132,1794
1133,1624
1134,2335
1135,2154
1136,1994
1137,1593
1138,1984
1139,1653
1140,1613
1141,2455
1142,1773
1143,2054
1144,1783
1145,952
1146,1052
1147,1102
1148,1192
1149,942
1150,982
1151,982
1152,922
1153,902
1154,831
1155,1082
1156,762
1157,1072
1158,1312
1159,1423
1160,1052
1161,1042
1162,882
1163,1102
1164,841
1165,1203
1166,1022
1167,1262
1168,1032
1169,1002
1170,1223
1171,1953
1172,1373
1173,1323
1174,1312
1175,1603
1176,1643
1177,2274
1178,2324
1179,1323
1180,952
1181,1954
1182,1182
1183,1192
1184,1082
1185,1353
1186,872
1187,882
1188,1603
1189,972
1190,952
1191,1794
1192,972
1193,1032
1194,1523
1195,1382
1196,962
1197,931
1198,941
1199,2004
1200,1453
1201,1273
1202,1643
1203,892
1204,1152
1205,1523
1206,1002
1207,962
1208,692
1209,992
1210,992
1211,1042
1212,1162
1213,1092
1214,2384
1215,1212
1216,1182
1217,1493
1218,1232
1219,1062
1220,1213
1221,1463
1222,1143
1223,881
1224,1062
1225,1102
1226,1042
1227,932
1228,1112
1229,982
1230,1102
1231,1102
1232,1022
1233,932
1234,1102
1235,901
